session_id,fan_id,match_id,session_seconds,pages_viewed,device,converted_to_purchase,timestamp
S000342,F01444,M039,88,"highlights, team_profile, ticket_checkout, live_scores, fan_zone",desktop,False,2026-07-01
S000343,F04487,M009,422,account,mobile,False,2026-06-14
S000344,F02113,M043,167,"home, highlights, account",mobile,True,2026-06-24
S000345,F01660,M010,233,"account, match_schedule",desktop,False,2026-06-11
S000346,F02058,M013,277,"home, ticket_checkout, account, merch_store, live_scores",desktop,False,2026-06-17
S000347,F02012,M039,414,"account, match_schedule",mobile,False,2026-07-02
S000348,F04727,M004,11,"match_schedule, live_scores",mobile,False,2026-06-09
S000349,F00343,M017,58,live_scores,mobile,False,2026-06-18
S000350,F03397,M048,424,"team_profile, highlights, merch_store, home, account",mobile,False,2026-06-27
S000351,F01036,M001,116,"account, ticket_checkout, fan_zone, home",mobile,False,2026-06-12
S000352,F05381,M036,149,"merch_store, fan_zone, ticket_checkout",mobile,False,2026-06-29
S000353,F00573,M048,23,"team_profile, account, highlights, home",mobile,False,2026-07-02
S000354,F04540,M037,97,"merch_store, match_schedule",mobile,False,2026-07-03
S000355,F02662,M039,377,"ticket_checkout, account, team_profile, match_schedule",mobile,False,2026-06-27
S000356,F02659,M008,71,home,desktop,False,2026-06-12
S000357,F02934,M010,22,"fan_zone, merch_store, team_profile",mobile,False,2026-06-17
S000358,F05919,M010,173,"ticket_checkout, merch_store",mobile,False,2026-06-18
S000359,F00518,M004,86,"highlights, home, team_profile, fan_zone",mobile,False,2026-06-06
S000360,F03170,M028,199,"account, merch_store, fan_zone, live_scores",desktop,False,2026-06-21
S000361,F01890,M033,397,"ticket_checkout, account, highlights, merch_store",mobile,True,2026-06-21
S000362,F02487,M001,15,highlights,mobile,False,2026-06-14
S000363,F05493,M001,263,"merch_store, live_scores",desktop,False,2026-06-12
S000364,F00903,M016,9,"account, match_schedule",mobile,False,2026-06-20
S000365,F01944,M001,34,"ticket_checkout, highlights",mobile,False,2026-06-09
S000366,F02338,M010,49,"fan_zone, match_schedule, home, ticket_checkout",mobile,False,2026-06-16
S000367,F01253,M042,57,"live_scores, account, match_schedule, ticket_checkout, team_profile",mobile,False,2026-07-03
S000368,F01611,M032,23,"fan_zone, ticket_checkout",mobile,False,2026-06-23
S000369,F02423,M018,205,"match_schedule, team_profile, merch_store, live_scores",desktop,False,2026-06-21
S000370,F05559,M007,77,"ticket_checkout, highlights, home, match_schedule, team_profile",desktop,False,2026-06-12
S000371,F02749,M015,180,"match_schedule, home, account, merch_store, highlights",mobile,False,2026-06-11
S000372,F01899,M034,234,account,mobile,False,2026-06-23
S000373,F04867,M009,570,"merch_store, highlights, team_profile, live_scores, match_schedule",mobile,False,2026-06-06
S000374,F03733,M045,75,"match_schedule, home, merch_store, fan_zone, account",desktop,False,2026-07-01
S000375,F04413,M028,36,match_schedule,mobile,False,2026-06-28
S000376,F03974,M042,156,merch_store,desktop,False,2026-07-03
S000377,F05565,M001,81,home,mobile,False,2026-06-02
S000378,F03347,M014,143,team_profile,mobile,False,2026-06-09
S000379,F00090,M015,104,match_schedule,mobile,False,2026-06-22
S000380,F05679,M022,111,"fan_zone, live_scores",tablet,False,2026-06-12
S000381,F05281,M012,184,"highlights, fan_zone, ticket_checkout, team_profile, home",mobile,False,2026-06-20
S000382,F03731,M024,259,"team_profile, ticket_checkout, home",mobile,False,2026-06-22
S000383,F00595,M046,471,"team_profile, match_schedule",mobile,False,2026-07-06
S000384,F04463,M015,348,home,mobile,False,2026-06-15
S000385,F00925,M025,271,"match_schedule, live_scores, highlights",mobile,False,2026-06-20
S000386,F02500,M036,310,"merch_store, live_scores, account",mobile,False,2026-06-21
S000387,F04231,M029,83,"match_schedule, live_scores, highlights, home, merch_store",tablet,False,2026-06-20
S000388,F00857,M023,220,"highlights, live_scores, account, match_schedule, home",mobile,False,2026-06-16
S000389,F04542,M013,47,"merch_store, home, match_schedule, highlights",mobile,True,2026-06-12
S000390,F05144,M046,365,"account, match_schedule, highlights, merch_store",mobile,False,2026-06-24
S000391,F05381,M035,125,"account, highlights, live_scores",mobile,False,2026-06-30
S000392,F02168,M008,184,fan_zone,mobile,False,2026-06-17
S000393,F00852,M004,262,"live_scores, merch_store, ticket_checkout, team_profile",mobile,True,2026-06-13
S000394,F02864,M046,80,team_profile,tablet,False,2026-07-05
S000395,F00925,M011,57,team_profile,mobile,False,2026-06-20
S000396,F05396,M004,65,"match_schedule, ticket_checkout",mobile,False,2026-06-13
S000397,F05339,M023,447,"ticket_checkout, account, live_scores",mobile,False,2026-06-21
S000398,F02329,M024,29,"highlights, fan_zone, home, team_profile",mobile,True,2026-06-13
S000399,F02145,M039,181,"account, home, highlights",mobile,False,2026-06-25
S000400,F03768,M002,264,"merch_store, fan_zone, live_scores, team_profile, ticket_checkout",mobile,False,2026-06-09
S000401,F01743,M029,229,"fan_zone, account",desktop,False,2026-06-28
S000402,F03043,M018,270,"home, account, live_scores, match_schedule, team_profile",mobile,False,2026-06-10
S000403,F03159,M020,135,team_profile,desktop,False,2026-06-12
S000404,F00419,M001,88,live_scores,mobile,False,2026-06-06
S000405,F04414,M012,5,fan_zone,desktop,False,2026-06-18
S000406,F00139,M045,381,"home, team_profile, match_schedule, fan_zone, ticket_checkout",mobile,False,2026-06-24
S000407,F01439,M023,243,"team_profile, fan_zone",tablet,True,2026-06-19
S000408,F01303,M036,568,"merch_store, live_scores, account, team_profile, highlights",desktop,False,2026-06-30
S000409,F04521,M009,73,"fan_zone, ticket_checkout, match_schedule",mobile,False,2026-06-13
S000410,F03315,M048,454,"live_scores, merch_store, home",mobile,False,2026-06-28
S000411,F05930,M009,27,fan_zone,mobile,False,2026-06-19
S000412,F03756,M007,111,"live_scores, team_profile",mobile,True,2026-06-06
S000413,F03414,M022,312,"fan_zone, team_profile",desktop,False,2026-06-21
S000414,F01826,M025,283,"fan_zone, team_profile, merch_store",mobile,False,2026-06-21
S000415,F01050,M037,42,"highlights, home, ticket_checkout, account",mobile,False,2026-06-27
S000416,F01596,M023,7,match_schedule,mobile,False,2026-06-23
S000417,F04942,M041,30,"ticket_checkout, live_scores, match_schedule",mobile,False,2026-07-05
S000418,F04449,M024,468,"highlights, match_schedule, live_scores, ticket_checkout",mobile,False,2026-06-16
S000419,F05661,M029,180,"ticket_checkout, merch_store, live_scores, account, home",mobile,False,2026-06-25
S000420,F02199,M025,504,"merch_store, highlights, home, ticket_checkout",mobile,False,2026-06-16
S000421,F04475,M003,132,"match_schedule, highlights",mobile,False,2026-06-14
S000422,F05601,M029,44,"team_profile, account, fan_zone, ticket_checkout",mobile,False,2026-06-29
S000423,F04503,M009,66,ticket_checkout,mobile,False,2026-06-19
S000424,F00334,M028,95,"match_schedule, highlights",mobile,False,2026-06-21
S000425,F01223,M005,262,"ticket_checkout, merch_store",desktop,False,2026-06-06
S000426,F02882,M018,222,"ticket_checkout, live_scores, home, highlights, fan_zone",mobile,False,2026-06-22
S000427,F05354,M028,726,fan_zone,mobile,False,2026-06-17
S000428,F03383,M047,34,"ticket_checkout, team_profile, fan_zone, account",mobile,False,2026-07-03
S000429,F00774,M007,100,ticket_checkout,mobile,False,2026-06-12
S000430,F02897,M008,110,team_profile,mobile,True,2026-06-17
S000431,F02372,M032,5,account,tablet,True,2026-06-24
S000432,F01274,M025,43,"live_scores, merch_store, ticket_checkout",desktop,False,2026-06-21
S000433,F04709,M007,22,"merch_store, match_schedule",mobile,False,2026-06-17
S000434,F01727,M006,6,"live_scores, account, team_profile",mobile,False,2026-06-11
S000435,F04317,M007,137,"team_profile, fan_zone, live_scores, home",mobile,False,2026-06-12
S000436,F04993,M037,302,"merch_store, ticket_checkout, highlights, team_profile",mobile,False,2026-07-03
S000437,F02167,M015,146,match_schedule,mobile,False,2026-06-18
S000438,F02519,M006,96,"merch_store, account, fan_zone, match_schedule",mobile,False,2026-06-17
S000439,F04420,M035,364,"team_profile, merch_store, fan_zone, live_scores, highlights",mobile,False,2026-06-30
S000440,F01597,M038,26,"ticket_checkout, merch_store",mobile,False,2026-07-01
S000441,F01011,M034,262,"ticket_checkout, fan_zone, team_profile",tablet,False,2026-06-28
S000442,F01494,M041,226,"merch_store, team_profile, account",mobile,False,2026-06-25
S000443,F04116,M002,253,"ticket_checkout, merch_store, match_schedule",mobile,False,2026-06-02
S000444,F05975,M045,159,"match_schedule, fan_zone, ticket_checkout, live_scores",mobile,False,2026-06-30
S000445,F03541,M045,63,"merch_store, ticket_checkout, highlights",desktop,False,2026-06-24
S000446,F02982,M036,243,"ticket_checkout, merch_store, home, highlights",mobile,False,2026-06-25
S000447,F02308,M005,90,"ticket_checkout, account",desktop,False,2026-06-10
S000448,F05572,M021,263,"highlights, live_scores, merch_store",mobile,False,2026-06-20
S000449,F02331,M044,86,home,mobile,False,2026-06-24
S000450,F01621,M020,398,"merch_store, live_scores, match_schedule, team_profile, account",mobile,False,2026-06-14
S000451,F04830,M017,479,"highlights, live_scores, team_profile, home, merch_store",desktop,False,2026-06-15
S000452,F04528,M019,38,"match_schedule, highlights, team_profile, fan_zone",desktop,False,2026-06-21
S000453,F01780,M034,40,"highlights, home, account, fan_zone, merch_store",mobile,False,2026-06-25
S000454,F01079,M048,275,"merch_store, live_scores, ticket_checkout, account",mobile,False,2026-07-03
S000455,F04655,M031,156,match_schedule,desktop,False,2026-06-19
S000456,F03946,M021,128,"team_profile, highlights, fan_zone, home, live_scores",mobile,False,2026-06-18
S000457,F02299,M034,702,"highlights, live_scores, home",mobile,False,2026-06-22
S000458,F01251,M001,104,fan_zone,mobile,False,2026-06-04
S000459,F02472,M042,269,"account, ticket_checkout, live_scores, highlights",mobile,False,2026-07-03
S000460,F02925,M045,267,"ticket_checkout, fan_zone, home, live_scores, match_schedule",desktop,False,2026-06-24
S000461,F03168,M043,104,"account, fan_zone, highlights",tablet,False,2026-07-06
S000462,F01027,M036,83,"fan_zone, merch_store",mobile,False,2026-06-20
S000463,F05670,M020,40,account,mobile,False,2026-06-21
S000464,F01321,M046,57,"home, live_scores, highlights, ticket_checkout, fan_zone",desktop,False,2026-07-03
S000465,F03736,M015,147,"home, live_scores, merch_store",mobile,True,2026-06-20
S000466,F04200,M017,38,"merch_store, team_profile, fan_zone, home, ticket_checkout",mobile,False,2026-06-11
S000467,F01206,M022,514,"merch_store, fan_zone",mobile,False,2026-06-24
S000468,F05118,M015,20,"team_profile, fan_zone, home",mobile,False,2026-06-22
S000469,F00022,M014,89,"live_scores, merch_store, highlights",tablet,False,2026-06-08
S000470,F01888,M001,159,"live_scores, merch_store",mobile,True,2026-06-11
S000471,F02144,M028,118,"live_scores, merch_store, fan_zone, match_schedule",desktop,False,2026-06-18
S000472,F03608,M027,42,"account, team_profile",desktop,False,2026-06-19
S000473,F03343,M016,527,"team_profile, merch_store, live_scores, home",mobile,False,2026-06-10
S000474,F02542,M037,131,fan_zone,mobile,False,2026-07-02
S000475,F01053,M048,5,team_profile,mobile,True,2026-06-26
S000476,F04910,M043,155,fan_zone,desktop,False,2026-06-24
S000477,F00811,M033,5,"match_schedule, account, ticket_checkout, merch_store",desktop,False,2026-07-01
S000478,F02956,M002,257,"live_scores, merch_store",mobile,False,2026-06-03
S000479,F02562,M017,5,"team_profile, highlights",mobile,False,2026-06-22
S000480,F02598,M037,28,merch_store,mobile,False,2026-06-20
S000481,F04920,M040,125,"match_schedule, live_scores, account, home",mobile,False,2026-07-03
S000482,F05478,M017,9,home,mobile,True,2026-06-12
S000483,F03311,M002,198,"highlights, fan_zone",mobile,False,2026-06-11
S000484,F02882,M035,41,"merch_store, ticket_checkout",desktop,False,2026-06-27
S000485,F02950,M024,121,"highlights, account, fan_zone",mobile,False,2026-06-17
S000486,F00098,M048,228,"home, ticket_checkout, account, highlights, merch_store",mobile,False,2026-07-04
S000487,F00300,M034,223,"account, team_profile, fan_zone, live_scores, merch_store",mobile,False,2026-06-21
S000488,F01252,M030,275,"live_scores, highlights, team_profile",mobile,False,2026-06-22
S000489,F04700,M025,142,"ticket_checkout, account",mobile,False,2026-06-24
S000490,F03883,M025,48,"account, home, live_scores",mobile,False,2026-06-24
S000491,F05492,M036,65,merch_store,mobile,False,2026-06-24
S000492,F02950,M026,133,"merch_store, match_schedule",desktop,False,2026-06-16
S000493,F01957,M048,32,"highlights, live_scores",desktop,False,2026-06-30
S000494,F00554,M011,210,ticket_checkout,mobile,False,2026-06-07
S000495,F00057,M004,322,fan_zone,mobile,False,2026-06-10
S000496,F01823,M042,388,"merch_store, ticket_checkout, match_schedule, highlights",desktop,False,2026-06-25
S000497,F03756,M007,90,merch_store,mobile,False,2026-06-13
S000498,F03139,M002,298,"account, ticket_checkout, highlights, team_profile",mobile,False,2026-06-04
S000499,F03415,M020,267,ticket_checkout,mobile,False,2026-06-24
S000500,F03592,M006,78,"match_schedule, team_profile, highlights",desktop,False,2026-06-10
S000501,F01588,M041,57,"home, ticket_checkout, live_scores, highlights, fan_zone",mobile,True,2026-06-22
S000502,F00057,M025,15,"live_scores, home, match_schedule, fan_zone, merch_store",mobile,False,2026-06-16
S000503,F04216,M031,295,"ticket_checkout, highlights",mobile,False,2026-06-21
S000504,F01781,M015,37,"team_profile, live_scores",mobile,False,2026-06-12
S000505,F05094,M028,96,"match_schedule, fan_zone",mobile,False,2026-06-19
S000506,F03975,M011,424,merch_store,mobile,False,2026-06-13
S000507,F04071,M012,199,live_scores,mobile,False,2026-06-12
S000508,F01275,M011,22,account,mobile,False,2026-06-18
S000509,F03026,M039,523,ticket_checkout,mobile,False,2026-06-22
S000510,F04836,M024,66,"home, fan_zone",desktop,False,2026-06-20
S000511,F02591,M026,324,"highlights, match_schedule, home",mobile,False,2026-06-26
S000512,F02706,M004,442,"home, live_scores, account, team_profile, ticket_checkout",mobile,False,2026-06-05
S000513,F02889,M048,333,match_schedule,mobile,False,2026-06-26
S000514,F00726,M039,37,"team_profile, live_scores, ticket_checkout",desktop,False,2026-06-22
S000515,F01935,M021,161,ticket_checkout,mobile,False,2026-06-16
S000516,F01121,M029,343,team_profile,desktop,True,2026-06-27
S000517,F01251,M010,294,match_schedule,desktop,False,2026-06-10
S000518,F02810,M046,372,"team_profile, account",mobile,False,2026-06-24
S000519,F01968,M020,47,"live_scores, team_profile",mobile,True,2026-06-20
S000520,F02592,M033,180,"highlights, account",mobile,False,2026-06-18
S000521,F05521,M012,28,team_profile,mobile,False,2026-06-08
S000522,F00919,M013,16,account,tablet,False,2026-06-08
S000523,F00168,M014,204,"home, ticket_checkout",mobile,False,2026-06-10
S000524,F04776,M041,327,"account, highlights, match_schedule, team_profile, ticket_checkout",desktop,False,2026-06-22
S000525,F02480,M013,103,home,tablet,False,2026-06-16
S000526,F02030,M006,179,"live_scores, account, ticket_checkout",mobile,False,2026-06-15
S000527,F02030,M024,272,"account, fan_zone, team_profile, home, live_scores",mobile,False,2026-06-20
S000528,F03190,M019,5,team_profile,mobile,False,2026-06-11
S000529,F01446,M022,55,"live_scores, merch_store, fan_zone, account",mobile,False,2026-06-18
S000530,F01887,M017,206,live_scores,desktop,False,2026-06-20
S000531,F02090,M042,148,fan_zone,mobile,False,2026-06-25
S000532,F04252,M020,113,"home, team_profile, merch_store",desktop,False,2026-06-16
S000533,F00270,M010,24,home,mobile,False,2026-06-12
S000534,F03603,M042,555,"fan_zone, live_scores",mobile,True,2026-06-26
S000535,F02183,M039,18,ticket_checkout,mobile,True,2026-06-29
S000536,F01655,M006,8,"live_scores, ticket_checkout",desktop,False,2026-06-17
S000537,F03115,M029,49,"team_profile, highlights, fan_zone",desktop,False,2026-06-18
S000538,F01695,M047,14,"team_profile, account",mobile,False,2026-06-27
S000539,F05489,M017,90,match_schedule,mobile,False,2026-06-23
S000540,F01364,M045,119,"match_schedule, team_profile, account, live_scores, merch_store",mobile,False,2026-06-27
