fan_id,segment,offer_response_probability
F05309,Digital Browsers,0.081
F01287,Digital Browsers,0.081
F01288,Dormant / At-Risk,0.081
F00613,Dormant / At-Risk,0.081
F05441,Dormant / At-Risk,0.081
F05850,Dormant / At-Risk,0.081
F02224,Dormant / At-Risk,0.081
F02924,Digital Browsers,0.081
F02934,Dormant / At-Risk,0.081
F01319,Dormant / At-Risk,0.081
F03494,Dormant / At-Risk,0.081
F04997,Dormant / At-Risk,0.081
F04998,Digital Browsers,0.081
F02968,Dormant / At-Risk,0.081
F02962,Dormant / At-Risk,0.081
F03898,Digital Browsers,0.081
F00535,Digital Browsers,0.081
F03933,Dormant / At-Risk,0.081
F02074,Casual Followers,0.081
F02881,Dormant / At-Risk,0.081
F02444,Dormant / At-Risk,0.081
F04584,Dormant / At-Risk,0.081
F04577,Digital Browsers,0.081
F01993,Digital Browsers,0.081
F05110,Digital Browsers,0.081
F05077,Digital Browsers,0.081
F02033,Digital Browsers,0.081
F02833,Dormant / At-Risk,0.081
F02884,Dormant / At-Risk,0.081
F03675,Dormant / At-Risk,0.081
F00997,Dormant / At-Risk,0.081
F01432,Digital Browsers,0.081
F00845,Digital Browsers,0.081
F05588,Dormant / At-Risk,0.081
F05565,Dormant / At-Risk,0.081
F02983,Dormant / At-Risk,0.081
F05019,Digital Browsers,0.081
F02268,Dormant / At-Risk,0.081
F02189,Dormant / At-Risk,0.081
F00578,Digital Browsers,0.081
F02130,Digital Browsers,0.081
F02196,Dormant / At-Risk,0.081
F04715,Dormant / At-Risk,0.081
F04707,Dormant / At-Risk,0.081
F02203,Casual Followers,0.081
F03003,Dormant / At-Risk,0.081
F02173,Dormant / At-Risk,0.081
F04697,Digital Browsers,0.081
F03020,Dormant / At-Risk,0.081
F02169,Dormant / At-Risk,0.081
F02215,Dormant / At-Risk,0.081
F00352,Dormant / At-Risk,0.081
F00246,Dormant / At-Risk,0.081
F00279,Digital Browsers,0.081
F00319,Digital Browsers,0.081
F04059,Digital Browsers,0.081
F01451,Dormant / At-Risk,0.081
F03429,Dormant / At-Risk,0.081
F01372,Digital Browsers,0.081
F00284,Casual Followers,0.081
F00288,Dormant / At-Risk,0.081
F00289,Dormant / At-Risk,0.081
F00362,Dormant / At-Risk,0.081
F01047,Digital Browsers,0.081
F01051,Dormant / At-Risk,0.081
F02823,Dormant / At-Risk,0.081
F03660,Digital Browsers,0.081
F03667,Casual Followers,0.081
F03717,Digital Browsers,0.081
F04337,Dormant / At-Risk,0.081
F04339,Dormant / At-Risk,0.081
F00602,Digital Browsers,0.081
F05697,Dormant / At-Risk,0.081
F04695,Dormant / At-Risk,0.081
F05679,Digital Browsers,0.081
F04447,Dormant / At-Risk,0.081
F04934,Dormant / At-Risk,0.081
F04938,Dormant / At-Risk,0.081
F00157,Casual Followers,0.081
F01429,Dormant / At-Risk,0.081
F05368,Dormant / At-Risk,0.081
F00227,Casual Followers,0.081
F00055,Casual Followers,0.081
F00130,Dormant / At-Risk,0.081
F00064,Digital Browsers,0.081
F05624,Casual Followers,0.081
F00077,Dormant / At-Risk,0.081
F02757,Dormant / At-Risk,0.081
F05936,Digital Browsers,0.081
F00737,Dormant / At-Risk,0.081
F00692,Digital Browsers,0.081
F00747,Digital Browsers,0.081
F02782,Digital Browsers,0.081
F05633,Dormant / At-Risk,0.081
F00009,Digital Browsers,0.081
F02677,Dormant / At-Risk,0.081
F04224,Digital Browsers,0.081
F02619,Digital Browsers,0.081
F02604,Digital Browsers,0.081
F03766,Casual Followers,0.081
F01833,Dormant / At-Risk,0.081
F04645,Digital Browsers,0.081
F04631,Dormant / At-Risk,0.081
F00790,Dormant / At-Risk,0.081
F00791,Digital Browsers,0.081
F03782,Digital Browsers,0.081
F03784,Digital Browsers,0.081
F00836,Dormant / At-Risk,0.081
F00830,Dormant / At-Risk,0.081
F05922,Dormant / At-Risk,0.081
F04805,Digital Browsers,0.081
F04800,Dormant / At-Risk,0.081
F00027,Digital Browsers,0.081
F02695,Casual Followers,0.081
F04221,Dormant / At-Risk,0.081
F02602,Dormant / At-Risk,0.081
F04191,Digital Browsers,0.08
F00008,Dormant / At-Risk,0.08
F02589,Dormant / At-Risk,0.08
F02549,Digital Browsers,0.08
F02754,Dormant / At-Risk,0.08
F02755,Dormant / At-Risk,0.08
F00749,Dormant / At-Risk,0.08
F00752,Digital Browsers,0.08
F00754,Dormant / At-Risk,0.08
F03804,Dormant / At-Risk,0.08
F03729,Digital Browsers,0.08
F03817,Digital Browsers,0.08
F05174,Digital Browsers,0.08
F04658,Digital Browsers,0.08
F01712,Dormant / At-Risk,0.08
F05658,Dormant / At-Risk,0.08
F03801,Digital Browsers,0.08
F05617,Dormant / At-Risk,0.08
F00803,Dormant / At-Risk,0.08
F00788,Digital Browsers,0.08
F05629,Casual Followers,0.08
F05634,Dormant / At-Risk,0.08
F00139,Digital Browsers,0.08
F02644,Dormant / At-Risk,0.08
F05221,Digital Browsers,0.08
F00128,Dormant / At-Risk,0.08
F00048,Digital Browsers,0.08
F04180,Dormant / At-Risk,0.08
F00066,Dormant / At-Risk,0.08
F00042,Digital Browsers,0.08
F03459,Dormant / At-Risk,0.08
F05048,Casual Followers,0.08
F05037,Digital Browsers,0.08
F00234,Casual Followers,0.08
F00212,Dormant / At-Risk,0.08
F03651,Digital Browsers,0.08
F04151,Digital Browsers,0.08
F04154,Dormant / At-Risk,0.08
F00199,Dormant / At-Risk,0.08
F00190,Digital Browsers,0.08
F00171,Dormant / At-Risk,0.08
F00156,Casual Followers,0.08
F04437,Dormant / At-Risk,0.08
F04923,Digital Browsers,0.08
F04159,Dormant / At-Risk,0.08
F04345,Dormant / At-Risk,0.08
F03915,Digital Browsers,0.08
F00647,Casual Followers,0.08
F05687,Dormant / At-Risk,0.08
F02451,Dormant / At-Risk,0.08
F02814,Dormant / At-Risk,0.08
F01067,Dormant / At-Risk,0.08
F03719,Dormant / At-Risk,0.08
F00970,Dormant / At-Risk,0.08
F03679,Dormant / At-Risk,0.08
F03643,Digital Browsers,0.08
F01055,Digital Browsers,0.08
F01010,Dormant / At-Risk,0.08
F03415,Digital Browsers,0.08
F00276,Digital Browsers,0.08
F00304,Dormant / At-Risk,0.08
F04048,Casual Followers,0.08
F00283,Digital Browsers,0.08
F04698,Digital Browsers,0.08
F03025,Digital Browsers,0.08
F02105,Digital Browsers,0.08
F02218,Dormant / At-Risk,0.08
F04705,Digital Browsers,0.08
F01313,Digital Browsers,0.08
F04552,Dormant / At-Risk,0.08
F01355,Dormant / At-Risk,0.08
F01340,Digital Browsers,0.08
F01332,Digital Browsers,0.08
F03032,Casual Followers,0.08
F02126,Casual Followers,0.08
F02993,Dormant / At-Risk,0.08
F05738,Digital Browsers,0.08
F05021,Dormant / At-Risk,0.08
F05011,Dormant / At-Risk,0.08
F05604,Dormant / At-Risk,0.08
F05580,Dormant / At-Risk,0.08
F05561,Digital Browsers,0.08
F00891,Dormant / At-Risk,0.08
F00877,Dormant / At-Risk,0.08
F02839,Dormant / At-Risk,0.08
F02843,Digital Browsers,0.08
F02876,Digital Browsers,0.08
F04556,Digital Browsers,0.08
F01395,Dormant / At-Risk,0.08
F03081,Dormant / At-Risk,0.08
F02473,Dormant / At-Risk,0.08
F02398,Dormant / At-Risk,0.08
F02402,Dormant / At-Risk,0.08
F02392,Dormant / At-Risk,0.08
F00556,Digital Browsers,0.08
F01293,Digital Browsers,0.08
F05419,Digital Browsers,0.08
F05407,Digital Browsers,0.08
F05388,Digital Browsers,0.08
F02961,Dormant / At-Risk,0.08
F01281,Dormant / At-Risk,0.08
F03515,Digital Browsers,0.08
F05845,Dormant / At-Risk,0.08
F02243,Dormant / At-Risk,0.08
F04724,Digital Browsers,0.08
F05852,Digital Browsers,0.08
F01232,Digital Browsers,0.08
F05443,Digital Browsers,0.08
F05428,Dormant / At-Risk,0.08
F01494,Digital Browsers,0.08
F05765,Digital Browsers,0.08
F01571,Dormant / At-Risk,0.08
F04588,Dormant / At-Risk,0.08
F03401,Dormant / At-Risk,0.08
F03390,Digital Browsers,0.08
F01931,Dormant / At-Risk,0.08
F03310,Digital Browsers,0.08
F05703,Digital Browsers,0.08
F03878,Dormant / At-Risk,0.08
F03860,Digital Browsers,0.08
F03843,Dormant / At-Risk,0.08
F04899,Dormant / At-Risk,0.08
F02850,Dormant / At-Risk,0.08
F02837,Casual Followers,0.08
F02534,Dormant / At-Risk,0.08
F02538,Dormant / At-Risk,0.08
F02792,Digital Browsers,0.08
F02487,Digital Browsers,0.08
F02478,Digital Browsers,0.08
F01889,Dormant / At-Risk,0.08
F01637,Digital Browsers,0.08
F03311,Digital Browsers,0.08
F03366,Digital Browsers,0.08
F03368,Digital Browsers,0.08
F03478,Casual Followers,0.08
F02284,Digital Browsers,0.08
F02290,Digital Browsers,0.08
F01111,Dormant / At-Risk,0.08
F04948,Digital Browsers,0.08
F02439,Dormant / At-Risk,0.08
F02866,Dormant / At-Risk,0.08
F04758,Digital Browsers,0.08
F03655,Casual Followers,0.08
F03658,Casual Followers,0.08
F05538,Digital Browsers,0.08
F05479,Dormant / At-Risk,0.08
F05196,Casual Followers,0.08
F04627,Dormant / At-Risk,0.08
F05825,Digital Browsers,0.08
F04619,Dormant / At-Risk,0.08
F04597,Dormant / At-Risk,0.08
F01904,Dormant / At-Risk,0.08
F00315,Digital Browsers,0.08
F00301,Dormant / At-Risk,0.08
F05749,Digital Browsers,0.08
F05754,Digital Browsers,0.08
F03158,Dormant / At-Risk,0.08
F00385,Digital Browsers,0.08
F04274,Dormant / At-Risk,0.08
F03967,Dormant / At-Risk,0.08
F00437,Dormant / At-Risk,0.08
F05262,Dormant / At-Risk,0.08
F03252,Dormant / At-Risk,0.08
F01646,Dormant / At-Risk,0.08
F01687,Dormant / At-Risk,0.08
F01677,Digital Browsers,0.08
F01714,Dormant / At-Risk,0.08
F03552,Dormant / At-Risk,0.08
F01154,Digital Browsers,0.08
F01155,Digital Browsers,0.08
F04519,Digital Browsers,0.08
F03582,Digital Browsers,0.08
F00255,Digital Browsers,0.08
F00292,Dormant / At-Risk,0.08
F02294,Digital Browsers,0.08
F02371,Digital Browsers,0.08
F01081,Digital Browsers,0.08
F02650,Dormant / At-Risk,0.08
F04841,Dormant / At-Risk,0.08
F04209,Dormant / At-Risk,0.08
F00169,Digital Browsers,0.08
F00037,Digital Browsers,0.08
F02672,Digital Browsers,0.08
F04227,Dormant / At-Risk,0.079
F05909,Digital Browsers,0.079
F00168,Dormant / At-Risk,0.079
F00720,Digital Browsers,0.079
F04195,Digital Browsers,0.079
F04175,Dormant / At-Risk,0.079
F00054,Digital Browsers,0.079
F00058,Digital Browsers,0.079
F00122,Dormant / At-Risk,0.079
F00075,Digital Browsers,0.079
F00090,Casual Followers,0.079
F00091,Dormant / At-Risk,0.079
F00127,Dormant / At-Risk,0.079
F02723,Dormant / At-Risk,0.079
F04872,Dormant / At-Risk,0.079
F04386,Dormant / At-Risk,0.079
F04367,Dormant / At-Risk,0.079
F05650,Casual Followers,0.079
F00776,Digital Browsers,0.079
F05665,Digital Browsers,0.079
F05652,Dormant / At-Risk,0.079
F03797,Digital Browsers,0.079
F03798,Dormant / At-Risk,0.079
F02606,Dormant / At-Risk,0.079
F05932,Digital Browsers,0.079
F02687,Digital Browsers,0.079
F01082,Digital Browsers,0.079
F02315,Digital Browsers,0.079
F02307,Dormant / At-Risk,0.079
F02323,Dormant / At-Risk,0.079
F02372,Digital Browsers,0.079
F02377,Dormant / At-Risk,0.079
F04132,Dormant / At-Risk,0.079
F00256,Digital Browsers,0.079
F00244,Digital Browsers,0.079
F04078,Digital Browsers,0.079
F03586,Dormant / At-Risk,0.079
F04466,Digital Browsers,0.079
F03654,Casual Followers,0.079
F01212,Digital Browsers,0.079
F05433,Digital Browsers,0.079
F01225,Digital Browsers,0.079
F05483,Dormant / At-Risk,0.079
F05458,Digital Browsers,0.079
F04493,Casual Followers,0.079
F01167,Dormant / At-Risk,0.079
F01169,Digital Browsers,0.079
F01170,Dormant / At-Risk,0.079
F05478,Digital Browsers,0.079
F03598,Digital Browsers,0.079
F03646,Dormant / At-Risk,0.079
F01093,Digital Browsers,0.079
F04491,Dormant / At-Risk,0.079
F05524,Dormant / At-Risk,0.079
F01075,Digital Browsers,0.079
F02328,Dormant / At-Risk,0.079
F02331,Digital Browsers,0.079
F02442,Digital Browsers,0.079
F02428,Dormant / At-Risk,0.079
F02895,Digital Browsers,0.079
F01119,Dormant / At-Risk,0.079
F05432,Dormant / At-Risk,0.079
F03525,Dormant / At-Risk,0.079
F01260,Casual Followers,0.079
F01266,Dormant / At-Risk,0.079
F01267,Dormant / At-Risk,0.079
F02925,Digital Browsers,0.079
F04992,Dormant / At-Risk,0.079
F02155,Digital Browsers,0.079
F05402,Dormant / At-Risk,0.079
F05392,Dormant / At-Risk,0.079
F00572,Digital Browsers,0.079
F00574,Digital Browsers,0.079
F00539,Digital Browsers,0.079
F00525,Dormant / At-Risk,0.079
F02245,Digital Browsers,0.079
F02981,Digital Browsers,0.079
F02137,Digital Browsers,0.079
F02131,Dormant / At-Risk,0.079
F05713,Dormant / At-Risk,0.079
F04541,Digital Browsers,0.079
F04536,Digital Browsers,0.079
F04524,Dormant / At-Risk,0.079
F01344,Dormant / At-Risk,0.079
F01312,Dormant / At-Risk,0.079
F03031,Digital Browsers,0.079
F02188,Dormant / At-Risk,0.079
F02999,Digital Browsers,0.079
F02177,Digital Browsers,0.079
F04693,Digital Browsers,0.079
F02152,Digital Browsers,0.079
F04440,Dormant / At-Risk,0.079
F00192,Digital Browsers,0.079
F02919,Dormant / At-Risk,0.079
F02922,Dormant / At-Risk,0.079
F00976,Casual Followers,0.079
F01033,Casual Followers,0.079
F05036,Digital Browsers,0.079
F04046,Dormant / At-Risk,0.079
F00327,Digital Browsers,0.079
F00345,Digital Browsers,0.079
F00356,Dormant / At-Risk,0.079
F00341,Digital Browsers,0.079
F00343,Dormant / At-Risk,0.079
F03416,Dormant / At-Risk,0.079
F01367,Dormant / At-Risk,0.079
F03428,Digital Browsers,0.079
F00989,Digital Browsers,0.079
F00991,Digital Browsers,0.079
F01008,Dormant / At-Risk,0.079
F03690,Digital Browsers,0.079
F02445,Digital Browsers,0.079
F02449,Digital Browsers,0.079
F02502,Digital Browsers,0.079
F02505,Digital Browsers,0.079
F02874,Dormant / At-Risk,0.079
F02390,Dormant / At-Risk,0.079
F02880,Digital Browsers,0.079
F00503,Casual Followers,0.079
F00493,Digital Browsers,0.079
F00545,Digital Browsers,0.079
F03077,Dormant / At-Risk,0.079
F03078,Dormant / At-Risk,0.079
F03073,Digital Browsers,0.079
F02079,Dormant / At-Risk,0.079
F02068,Digital Browsers,0.079
F05123,Casual Followers,0.079
F05078,Digital Browsers,0.079
F02085,Digital Browsers,0.079
F03085,Casual Followers,0.079
F03090,Dormant / At-Risk,0.079
F03140,Digital Browsers,0.079
F03145,Digital Browsers,0.079
F03133,Digital Browsers,0.079
F01990,Digital Browsers,0.079
F00522,Digital Browsers,0.079
F00509,Dormant / At-Risk,0.079
F00510,Digital Browsers,0.079
F04567,Digital Browsers,0.079
F02882,Digital Browsers,0.079
F03746,Dormant / At-Risk,0.079
F00893,Dormant / At-Risk,0.079
F00884,Digital Browsers,0.079
F00890,Dormant / At-Risk,0.079
F05584,Dormant / At-Risk,0.079
F05587,Digital Browsers,0.079
F00851,Dormant / At-Risk,0.079
F03827,Digital Browsers,0.079
F01905,Dormant / At-Risk,0.079
F01957,Digital Browsers,0.079
F05328,Digital Browsers,0.079
F01567,Digital Browsers,0.079
F04591,Digital Browsers,0.079
F03394,Dormant / At-Risk,0.079
F03340,Dormant / At-Risk,0.079
F03341,Digital Browsers,0.079
F01461,Dormant / At-Risk,0.079
F01542,Digital Browsers,0.079
F05361,Digital Browsers,0.079
F05762,Digital Browsers,0.079
F00533,Dormant / At-Risk,0.079
F04308,Digital Browsers,0.079
F04315,Casual Followers,0.079
F05313,Dormant / At-Risk,0.079
F03280,Digital Browsers,0.079
F01595,Digital Browsers,0.079
F03325,Dormant / At-Risk,0.079
F02012,Dormant / At-Risk,0.079
F03112,Dormant / At-Risk,0.079
F01885,Dormant / At-Risk,0.079
F01869,Dormant / At-Risk,0.079
F03824,Dormant / At-Risk,0.079
F00657,Digital Browsers,0.079
F05639,Dormant / At-Risk,0.079
F02765,Digital Browsers,0.079
F02521,Digital Browsers,0.079
F02510,Digital Browsers,0.079
F04897,Dormant / At-Risk,0.079
F02848,Digital Browsers,0.079
F05642,Dormant / At-Risk,0.079
F05643,Digital Browsers,0.079
F00815,Digital Browsers,0.079
F00440,Digital Browsers,0.079
F05753,Digital Browsers,0.079
F03283,Dormant / At-Risk,0.079
F01946,Dormant / At-Risk,0.079
F01893,Dormant / At-Risk,0.079
F04025,Dormant / At-Risk,0.079
F04013,Digital Browsers,0.079
F04028,Dormant / At-Risk,0.079
F04022,Digital Browsers,0.079
F05202,Dormant / At-Risk,0.079
F01800,Dormant / At-Risk,0.079
F04605,Digital Browsers,0.079
F04609,Dormant / At-Risk,0.079
F01716,Dormant / At-Risk,0.079
F03242,Dormant / At-Risk,0.079
F01761,Digital Browsers,0.079
F05255,Digital Browsers,0.079
F05261,Digital Browsers,0.079
F03265,Dormant / At-Risk,0.079
F03264,Dormant / At-Risk,0.079
F03963,Digital Browsers,0.079
F03949,Digital Browsers,0.079
F00435,Dormant / At-Risk,0.079
F00486,Dormant / At-Risk,0.079
F01772,Digital Browsers,0.079
F01774,Digital Browsers,0.079
F00367,Dormant / At-Risk,0.079
F00381,Digital Browsers,0.079
F03225,Digital Browsers,0.079
F03160,Digital Browsers,0.079
F05167,Dormant / At-Risk,0.079
F04643,Dormant / At-Risk,0.079
F03727,Digital Browsers,0.079
F03734,Dormant / At-Risk,0.079
F00821,Digital Browsers,0.079
F03808,Digital Browsers,0.079
F03787,Digital Browsers,0.079
F00768,Dormant / At-Risk,0.079
F05919,Digital Browsers,0.079
F05921,Dormant / At-Risk,0.079
F02544,Dormant / At-Risk,0.079
F02759,Dormant / At-Risk,0.079
F02763,Digital Browsers,0.079
F00093,Digital Browsers,0.079
F05987,Dormant / At-Risk,0.079
F05999,Digital Browsers,0.079
F00039,Dormant / At-Risk,0.078
F00032,Digital Browsers,0.078
F02838,Digital Browsers,0.078
F02877,Digital Browsers,0.078
F02868,Digital Browsers,0.078
F02821,Digital Browsers,0.078
F04162,Dormant / At-Risk,0.078
F04141,Digital Browsers,0.078
F04928,Dormant / At-Risk,0.078
F04912,Dormant / At-Risk,0.078
F04772,Dormant / At-Risk,0.078
F04750,Dormant / At-Risk,0.078
F02330,Digital Browsers,0.078
F00233,Digital Browsers,0.078
F00235,Dormant / At-Risk,0.078
F02903,Casual Followers,0.078
F02385,Digital Browsers,0.078
F04965,Dormant / At-Risk,0.078
F04950,Digital Browsers,0.078
F04945,Digital Browsers,0.078
F03706,Dormant / At-Risk,0.078
F03692,Dormant / At-Risk,0.078
F03750,Digital Browsers,0.078
F03742,Dormant / At-Risk,0.078
F00659,Dormant / At-Risk,0.078
F03883,Digital Browsers,0.078
F03871,Dormant / At-Risk,0.078
F05706,Digital Browsers,0.078
F03708,Dormant / At-Risk,0.078
F04408,Casual Followers,0.078
F04409,Digital Browsers,0.078
F04403,Digital Browsers,0.078
F05628,Casual Followers,0.078
F00667,Digital Browsers,0.078
F00653,Dormant / At-Risk,0.078
F03733,Digital Browsers,0.078
F00860,Digital Browsers,0.078
F03739,Casual Followers,0.078
F03728,Digital Browsers,0.078
F04424,Digital Browsers,0.078
F04414,Digital Browsers,0.078
F04485,Digital Browsers,0.078
F04489,Digital Browsers,0.078
F04479,Dormant / At-Risk,0.078
F03657,Digital Browsers,0.078
F01105,Digital Browsers,0.078
F05504,Dormant / At-Risk,0.078
F01071,Dormant / At-Risk,0.078
F01042,Digital Browsers,0.078
F01011,Digital Browsers,0.078
F01049,Dormant / At-Risk,0.078
F05689,Digital Browsers,0.078
F00598,Digital Browsers,0.078
F00590,Dormant / At-Risk,0.078
F00591,Dormant / At-Risk,0.078
F05554,Digital Browsers,0.078
F00913,Dormant / At-Risk,0.078
F04138,Digital Browsers,0.078
F02360,Dormant / At-Risk,0.078
F02900,Dormant / At-Risk,0.078
F02936,Dormant / At-Risk,0.078
F02937,Digital Browsers,0.078
F04730,Digital Browsers,0.078
F04719,Dormant / At-Risk,0.078
F05880,Digital Browsers,0.078
F02980,Dormant / At-Risk,0.078
F02181,Dormant / At-Risk,0.078
F02899,Dormant / At-Risk,0.078
F02199,Casual Followers,0.078
F03029,Digital Browsers,0.078
F05063,Digital Browsers,0.078
F02282,Casual Followers,0.078
F05033,Dormant / At-Risk,0.078
F05708,Casual Followers,0.078
F03945,Digital Browsers,0.078
F05393,Digital Browsers,0.078
F01321,Dormant / At-Risk,0.078
F04559,Digital Browsers,0.078
F03514,Dormant / At-Risk,0.078
F04500,Digital Browsers,0.078
F03528,Casual Followers,0.078
F01233,Digital Browsers,0.078
F01219,Digital Browsers,0.078
F01255,Digital Browsers,0.078
F03621,Casual Followers,0.078
F03554,Dormant / At-Risk,0.078
F05424,Dormant / At-Risk,0.078
F02122,Digital Browsers,0.078
F02153,Dormant / At-Risk,0.078
F02142,Casual Followers,0.078
F02133,Dormant / At-Risk,0.078
F03023,Digital Browsers,0.078
F04714,Casual Followers,0.078
F00357,Digital Browsers,0.078
F00344,Dormant / At-Risk,0.078
F00296,Dormant / At-Risk,0.078
F04067,Dormant / At-Risk,0.078
F04052,Casual Followers,0.078
F04097,Dormant / At-Risk,0.078
F05088,Casual Followers,0.078
F05079,Dormant / At-Risk,0.078
F05100,Dormant / At-Risk,0.078
F03069,Digital Browsers,0.078
F03101,Digital Browsers,0.078
F03106,Digital Browsers,0.078
F03098,Digital Browsers,0.078
F02064,Dormant / At-Risk,0.078
F03972,Dormant / At-Risk,0.078
F05764,Casual Followers,0.078
F05769,Dormant / At-Risk,0.078
F05349,Dormant / At-Risk,0.078
F01480,Digital Browsers,0.078
F01456,Digital Browsers,0.078
F05357,Dormant / At-Risk,0.078
F01397,Digital Browsers,0.078
F01394,Dormant / At-Risk,0.078
F03931,Casual Followers,0.078
F03457,Dormant / At-Risk,0.078
F01330,Dormant / At-Risk,0.078
F04563,Casual Followers,0.078
F01382,Digital Browsers,0.078
F01383,Casual Followers,0.078
F01406,Digital Browsers,0.078
F01913,Digital Browsers,0.078
F01914,Digital Browsers,0.078
F05170,Digital Browsers,0.078
F01894,Casual Followers,0.078
F01882,Dormant / At-Risk,0.078
F04663,Casual Followers,0.078
F00388,Dormant / At-Risk,0.078
F04034,Dormant / At-Risk,0.078
F04014,Casual Followers,0.078
F00322,Casual Followers,0.078
F00323,Digital Browsers,0.078
F00308,Dormant / At-Risk,0.078
F03202,Dormant / At-Risk,0.078
F03190,Digital Browsers,0.078
F01802,Dormant / At-Risk,0.078
F05813,Dormant / At-Risk,0.078
F04656,Casual Followers,0.078
F05194,Dormant / At-Risk,0.078
F05182,Digital Browsers,0.078
F03951,Digital Browsers,0.078
F01674,Dormant / At-Risk,0.078
F01660,Casual Followers,0.078
F01700,Dormant / At-Risk,0.078
F01701,Casual Followers,0.078
F00456,Dormant / At-Risk,0.078
F00485,Dormant / At-Risk,0.078
F00464,Digital Browsers,0.078
F03957,Digital Browsers,0.078
F05315,Digital Browsers,0.078
F05302,Digital Browsers,0.078
F01515,Digital Browsers,0.078
F03400,Digital Browsers,0.078
F05346,Dormant / At-Risk,0.078
F05334,Digital Browsers,0.078
F05329,Digital Browsers,0.078
F03328,Digital Browsers,0.078
F03320,Dormant / At-Risk,0.078
F01784,Digital Browsers,0.078
F05227,Digital Browsers,0.078
F05219,Digital Browsers,0.078
F04628,Dormant / At-Risk,0.078
F05790,Digital Browsers,0.078
F00453,Dormant / At-Risk,0.078
F04278,Dormant / At-Risk,0.078
F04268,Digital Browsers,0.078
F04040,Digital Browsers,0.078
F00347,Dormant / At-Risk,0.078
F03230,Dormant / At-Risk,0.078
F03233,Digital Browsers,0.078
F03216,Digital Browsers,0.078
F03219,Dormant / At-Risk,0.078
F03263,Digital Browsers,0.078
F05796,Casual Followers,0.078
F03251,Digital Browsers,0.078
F03302,Digital Browsers,0.078
F03287,Digital Browsers,0.078
F01606,Digital Browsers,0.078
F05250,Dormant / At-Risk,0.078
F04177,Digital Browsers,0.078
F02699,Dormant / At-Risk,0.078
F02673,Dormant / At-Risk,0.078
F02582,Casual Followers,0.078
F02518,Dormant / At-Risk,0.078
F02774,Digital Browsers,0.078
F02776,Digital Browsers,0.078
F02452,Dormant / At-Risk,0.078
F02801,Digital Browsers,0.078
F02508,Digital Browsers,0.078
F04900,Digital Browsers,0.078
F05651,Dormant / At-Risk,0.078
F04371,Digital Browsers,0.078
F00748,Digital Browsers,0.078
F00059,Digital Browsers,0.078
F00047,Digital Browsers,0.078
F00100,Digital Browsers,0.078
F00723,Digital Browsers,0.078
F05657,Dormant / At-Risk,0.078
F05649,Casual Followers,0.078
F02704,Digital Browsers,0.078
F00132,Digital Browsers,0.078
F00135,Dormant / At-Risk,0.078
F00108,Digital Browsers,0.078
F00060,Dormant / At-Risk,0.078
F02727,Dormant / At-Risk,0.078
F04839,Digital Browsers,0.078
F04826,Dormant / At-Risk,0.078
F02608,Digital Browsers,0.078
F02654,Dormant / At-Risk,0.078
F04836,Digital Browsers,0.077
F04842,Digital Browsers,0.077
F04827,Digital Browsers,0.077
F02708,Digital Browsers,0.077
F00081,Dormant / At-Risk,0.077
F00065,Digital Browsers,0.077
F05675,Digital Browsers,0.077
F05661,Dormant / At-Risk,0.077
F04381,Dormant / At-Risk,0.077
F03785,Digital Browsers,0.077
F03768,Digital Browsers,0.077
F03760,Digital Browsers,0.077
F03762,Dormant / At-Risk,0.077
F02805,Digital Browsers,0.077
F02806,Dormant / At-Risk,0.077
F02416,Dormant / At-Risk,0.077
F04932,Dormant / At-Risk,0.077
F04881,Digital Browsers,0.077
F02489,Digital Browsers,0.077
F02789,Dormant / At-Risk,0.077
F02778,Digital Browsers,0.077
F02751,Dormant / At-Risk,0.077
F02579,Digital Browsers,0.077
F04855,Dormant / At-Risk,0.077
F02580,Digital Browsers,0.077
F02746,Digital Browsers,0.077
F04807,Dormant / At-Risk,0.077
F04230,Digital Browsers,0.077
F05911,Digital Browsers,0.077
F00167,Digital Browsers,0.077
F04225,Digital Browsers,0.077
F04190,Casual Followers,0.077
F00095,Digital Browsers,0.077
F06000,Dormant / At-Risk,0.077
F03254,Digital Browsers,0.077
F05251,Dormant / At-Risk,0.077
F05237,Dormant / At-Risk,0.077
F01725,Digital Browsers,0.077
F01720,Dormant / At-Risk,0.077
F00376,Digital Browsers,0.077
F04296,Dormant / At-Risk,0.077
F00335,Digital Browsers,0.077
F01781,Digital Browsers,0.077
F01785,Digital Browsers,0.077
F05212,Dormant / At-Risk,0.077
F03317,Dormant / At-Risk,0.077
F03357,Dormant / At-Risk,0.077
F01597,Digital Browsers,0.077
F01602,Digital Browsers,0.077
F01592,Digital Browsers,0.077
F01552,Digital Browsers,0.077
F03282,Dormant / At-Risk,0.077
F00516,Casual Followers,0.077
F00446,Digital Browsers,0.077
F00480,Dormant / At-Risk,0.077
F00468,Digital Browsers,0.077
F01654,Dormant / At-Risk,0.077
F05277,Digital Browsers,0.077
F03253,Digital Browsers,0.077
F03172,Dormant / At-Risk,0.077
F01839,Digital Browsers,0.077
F05187,Digital Browsers,0.077
F05175,Digital Browsers,0.077
F01817,Digital Browsers,0.077
F05199,Casual Followers,0.077
F01799,Digital Browsers,0.077
F00337,Digital Browsers,0.077
F05823,Digital Browsers,0.077
F04027,Digital Browsers,0.077
F04012,Digital Browsers,0.077
F01915,Digital Browsers,0.077
F04671,Digital Browsers,0.077
